Species,Region,Collection_Date,Count
Elephant endotheliotropic herpesvirus 3,North America,2009.0,1
Elephant endotheliotropic herpesvirus 3,North America,2010.0,16
Elephant endotheliotropic herpesvirus 3,North America,2013.0,9
Elephant endotheliotropic herpesvirus 3,North America,2019.0,3
Elephant endotheliotropic herpesvirus 4,Asia,2008.0,3
Elephant endotheliotropic herpesvirus 4,Asia,2009.0,2
Elephant endotheliotropic herpesvirus 4,Asia,2011.0,1
Elephant endotheliotropic herpesvirus 4,Asia,2014.0,2
Elephant endotheliotropic herpesvirus 4,Asia,2020.0,1
Elephant endotheliotropic herpesvirus 4,Europa,2003.0,3
Elephant endotheliotropic herpesvirus 4,North America,2005.0,20
Elephant endotheliotropic herpesvirus 4,North America,2014.0,17
Elephant endotheliotropic herpesvirus 5,Asia,2020.0,1
Elephant endotheliotropic herpesvirus 5,Europa,2011.0,9
Elephant endotheliotropic herpesvirus 5,North America,2007.0,8
Elephant endotheliotropic herpesvirus 5,North America,2011.0,53
Elephant endotheliotropic herpesvirus 5,North America,2013.0,6
Elephant endotheliotropic herpesvirus 5,North America,2014.0,1
Elephant endotheliotropic herpesvirus 5,North America,2015.0,1
Elephant endotheliotropic herpesvirus 5,North America,2017.0,1
Elephant endotheliotropic herpesvirus 6,Africa,2011.0,7
Elephant endotheliotropic herpesvirus 6,Europa,2013.0,1
Elephant endotheliotropic herpesvirus 6,North America,2009.0,29
Elephant endotheliotropic herpesvirus 6,North America,2010.0,2
Elephant endotheliotropic herpesvirus 7,Africa,2011.0,1
Elephant endotheliotropic herpesvirus 7,North America,2009.0,3
Elephant endotheliotropic herpesvirus 7,North America,2010.0,4
Elephant gammaherpesvirus 1B,North America,2012.0,3
Elephant gammaherpesvirus 2,North America,2012.0,2
Elephant gammaherpesvirus 3B,North America,2012.0,2
Elephant gammaherpesvirus 4,North America,2012.0,1
Elephant gammaherpesvirus 5,North America,2007.0,1
Elephant gammaherpesvirus 5,North America,2012.0,1
Elephantid betaherpesvirus 1,Asia,2005.0,7
Elephantid betaherpesvirus 1,Asia,2006.0,5
Elephantid betaherpesvirus 1,Asia,2007.0,39
Elephantid betaherpesvirus 1,Asia,2008.0,26
Elephantid betaherpesvirus 1,Asia,2009.0,13
Elephantid betaherpesvirus 1,Asia,2010.0,4
Elephantid betaherpesvirus 1,Asia,2011.0,25
Elephantid betaherpesvirus 1,Asia,2012.0,30
Elephantid betaherpesvirus 1,Asia,2013.0,54
Elephantid betaherpesvirus 1,Asia,2014.0,38
Elephantid betaherpesvirus 1,Asia,2016.0,67
Elephantid betaherpesvirus 1,Asia,2017.0,25
Elephantid betaherpesvirus 1,Asia,2018.0,17
Elephantid betaherpesvirus 1,Asia,2019.0,11
Elephantid betaherpesvirus 1,Asia,2020.0,9
Elephantid betaherpesvirus 1,Asia,2021.0,2
Elephantid betaherpesvirus 1,Europa,1988.0,2
Elephantid betaherpesvirus 1,Europa,1997.0,9
Elephantid betaherpesvirus 1,Europa,1998.0,23
Elephantid betaherpesvirus 1,Europa,1999.0,5
Elephantid betaherpesvirus 1,Europa,2000.0,13
Elephantid betaherpesvirus 1,Europa,2002.0,1
Elephantid betaherpesvirus 1,Europa,2003.0,1
Elephantid betaherpesvirus 1,Europa,2005.0,3
Elephantid betaherpesvirus 1,Europa,2006.0,14
Elephantid betaherpesvirus 1,Europa,2007.0,2
Elephantid betaherpesvirus 1,Europa,2008.0,3
Elephantid betaherpesvirus 1,Europa,2009.0,27
Elephantid betaherpesvirus 1,Europa,2011.0,7
Elephantid betaherpesvirus 1,Europa,2016.0,2
Elephantid betaherpesvirus 1,Europa,2018.0,1
Elephantid betaherpesvirus 1,North America,1991.0,9
Elephantid betaherpesvirus 1,North America,1995.0,12
Elephantid betaherpesvirus 1,North America,1997.0,17
Elephantid betaherpesvirus 1,North America,1998.0,7
Elephantid betaherpesvirus 1,North America,1999.0,15
Elephantid betaherpesvirus 1,North America,2000.0,24
Elephantid betaherpesvirus 1,North America,2002.0,41
Elephantid betaherpesvirus 1,North America,2003.0,15
Elephantid betaherpesvirus 1,North America,2004.0,13
Elephantid betaherpesvirus 1,North America,2005.0,35
Elephantid betaherpesvirus 1,North America,2007.0,13
Elephantid betaherpesvirus 1,North America,2008.0,42
Elephantid betaherpesvirus 1,North America,2009.0,64
Elephantid betaherpesvirus 1,North America,2010.0,82
Elephantid betaherpesvirus 1,North America,2011.0,16
Elephantid betaherpesvirus 1,North America,2015.0,33
Elephantid betaherpesvirus 1,North America,2016.0,33
Elephantid betaherpesvirus 1,North America,2017.0,14
Elephantid betaherpesvirus 1,North America,2018.0,30
Eleusine indica associated virus,Africa,2014.0,2
Elf Loch virus,Europa,2011.0,1
Elicom virus 1,North America,2017.0,2
Elisy virus,North America,2017.0,2
Elk gammaherpesvirus 1,North America,2010.0,1
Elk gammaherpesvirus 2,North America,2010.0,1
Elk gammaherpesvirus 3,North America,2010.0,1
Ellsworth virus,Antarctica,2015.0,1
Emalynvirus emalyn,North America,2020.0,1
Emaravirus actinidiae,Asia,2019.0,24
Emaravirus fici,Asia,2022.0,1
Emaravirus parkinsoniae,North America,2015.0,1
Emaravirus parkinsoniae,North America,2016.0,1
Emaravirus perillae,Asia,2022.0,7
Embera virus,South America,2016.0,1
Emberiza chrysophrys CRESS-DNA-virus sp.,Asia,2018.0,2
Emberiza chrysophrys Genomoviridae sp.,Asia,2018.0,2
Emberiza chrysophrys ambidensovirus,Asia,2018.0,1
Emberiza chrysophrys parvoviridae sp.,Asia,2018.0,2
Emberiza cioides CRESS-DNA-virus sp.,Asia,2018.0,2
Emberiza cioides Genomoviridae sp.,Asia,2018.0,1
Emberiza elegans CRESS-DNA-virus sp.,Asia,2018.0,1
Emberiza elegans Genomoviridae sp.,Asia,2018.0,3
Emberiza pusilla Chaphamaparvovirus,Asia,2018.0,1
Emberiza pusilla parvo-like hybrid virus,Asia,2018.0,1
Emberiza pusilla parvoviridae sp.,Asia,2018.0,6
Emberiza rustica CRESS-DNA-virus sp.,Asia,2018.0,7
Emberiza rustica Genomoviridae sp.,Asia,2018.0,6
Emberiza rustica ambidensovirus,Asia,2018.0,1
Emberiza rustica parvoviridae sp.,Asia,2018.0,3
Emberiza spodocephala CRESS-DNA-virus sp.,Asia,2018.0,4
Emberiza spodocephala Genomoviridae sp.,Asia,2018.0,13
Emberiza spodocephala ambidensovirus,Asia,2018.0,2
Emberiza spodocephala densovirus,Asia,2018.0,1
Emberiza spodocephala parvoviridae sp.,Asia,2018.0,4
Emberiza tristrami CRESS-DNA-virus sp.,Asia,2018.0,1
Emberiza tristrami Genomoviridae sp.,Asia,2018.0,2
Emberiza tristrami ambidensovirus,Asia,2018.0,1
Emberiza tristrami parvoviridae sp.,Asia,2018.0,1
Embiopteran flavi-related virus,North America,2012.0,1
Embossos phlebovirus,Africa,2016.0,2
Embossos virus,Africa,2016.0,1
Emileo virus,North America,2017.0,1
Emilia sonchifolia yellow vein Thailand virus,Asia,2015.0,2
Emilia yellow vein Fujian betasatellite,Asia,2017.0,3
Emilia yellow vein Fujian virus,Asia,2017.0,2
Emilia yellow vein virus,Asia,2008.0,1
Emilia yellow vein virus,Asia,2012.0,2
Emilia yellow vein virus,Asia,2017.0,5
Emiliania huxleyi virus 145,Europa,2008.0,1
Emiliania huxleyi virus 156,Europa,2009.0,1
Emiliania huxleyi virus 163,Europa,2000.0,1
Emiliania huxleyi virus 164,Europa,2009.0,1
Emiliania huxleyi virus 18,Europa,2008.0,1
Emiliania huxleyi virus 207,Europa,2001.0,1
Emiliania huxleyi virus 208,Europa,2001.0,1
Emiliania huxleyi virus 209,Europa,2001.0,1
Emiliania huxleyi virus 84,Europa,1999.0,1
Emiliania huxleyi virus 88,Europa,1999.0,1
Emiliania huxleyi virus 99B1,Europa,1999.0,1
Emiliania huxleyi virus 99B1,Europa,2009.0,1
Emiliania huxleyi virus 99B1,Europa,2010.0,1
Emiliania huxleyi virus M1,Europa,2018.0,1
Emiliania huxleyi virus V2,Europa,2003.0,1
Emiliania huxleyi virus sp.,Europa,2000.0,5
Emiliania huxleyi virus sp.,Europa,2003.0,10
Emiliania huxleyi virus sp.,Europa,2008.0,3
Emiliania huxleyi virus sp.,North America,2007.0,3
Emiliania huxleyi virus sp.,North America,2008.0,2
Emiliania huxleyi virus sp.,Unknown,2012.0,6
Empeyrat virus,Europa,2012.0,1
Emydid herpesvirus 1,Europa,2013.0,2
Emydoidea adenovirus 1,North America,2020.0,1
Emydoidea blandingii herpesvirus 2,North America,2018.0,1
Enamovirus sp.,Asia,2017.0,1
Enamovirus sp.,Asia,2018.0,2
Endive necrotic mosaic virus,Africa,2011.0,2
Endive necrotic mosaic virus,Europa,2012.0,2
Endive yellows virus,Oceans and Seas,2018.0,1
Endive yellows virus,Oceans and Seas,2019.0,1
Endogenous enzootic nasal tumor virus,Asia,2019.0,3
Endogenous prairie dog retrovirus,North America,2014.0,1
Endogenous retrovirus sp.,North America,2014.0,1
Endornaviridae sp.,North America,2017.0,3
Endornavirus sp.,North America,2015.0,5
Endornavirus-like 1,Africa,2013.0,1
Endornavirus-like 2,Africa,2013.0,1
Endornavirus-like 3,Africa,2013.0,1
Endornavirus-like virus,Oceans and Seas,2013.0,11
Enontekio alphachrysovirus,Europa,2015.0,4
Enontekio alphapartitivirus 1,Europa,2015.0,1
Enontekio alphapartitivirus 2,Europa,2015.0,1
Enontekio anphevirus 1,Europa,2015.0,1
Enontekio anphevirus 2,Europa,2015.0,1
Enontekio betapartitivirus 1,Europa,2015.0,1
Enontekio betapartitivirus 2,Europa,2015.0,1
Enontekio iflavirus,Europa,2015.0,3
Enontekio merhavirus,Europa,2015.0,1
Enontekio ohlsrhavirus,Europa,2015.0,3
Enontekio partiti-like virus,Europa,2015.0,1
Enontekio phenui-like virus 1,Europa,2015.0,1
Enontekio phenui-like virus 2,Europa,2017.0,1
Enontekio phenui-like virus 3,Europa,2015.0,1
Enontekio phenui-like virus 4,Europa,2017.0,1
Enontekio phenui-like virus 5,Europa,2015.0,1
Enontekio quenyavirus,Europa,2015.0,1
Enontekio quenyavirus,Europa,2017.0,1
Enontekio reovirus,Europa,2015.0,1
Enontekio rhabdovirus,Europa,2015.0,1
Enontekio sobemovirus,Europa,2015.0,3
Enontekio toti-like virus 1,Europa,2015.0,1
Enontekio toti-like virus 2,Europa,2015.0,1
Enontekio toti-like virus 3,Europa,2015.0,1
Enontekio toti-like virus 4,Europa,2015.0,1
Enontekio totivirus 1,Europa,2015.0,1
Enontekio totivirus 2,Europa,2015.0,2
Enontekio totivirus 3,Europa,2015.0,1
Enontekio totivirus 4,Europa,2015.0,1
Enontekio totivirus 5,Europa,2015.0,2
Enontekio totivirus 6,Europa,2015.0,1
Enontekio totivirus 7,Europa,2015.0,1
Enontekio virga-like virus 1,Europa,2015.0,1
Enontekio virga-like virus 2,Europa,2015.0,1
Enontekio yuevirus,Europa,2015.0,1
Enquatrovirus sp.,North America,2017.0,1
Enseada orthobunyavirus,South America,1976.0,9
Enset leaf streak virus,Africa,2010.0,1
Ensystermes virus,Oceans and Seas,2016.0,1
Entamoeba-associated CRESS DNA virus 1,Europa,1984.0,3
Entamoeba-associated CRESS DNA virus 1,Europa,1994.0,1
Entamoeba-associated CRESS DNA virus 2,Europa,1984.0,1
Entamoeba-associated CRESS DNA virus 2,Europa,1994.0,1
Entamoeba-associated CRESS DNA virus 3,Europa,1984.0,2
Entamoeba-associated CRESS DNA virus 4,Europa,1984.0,3
Entebbe bat virus,Africa,2011.0,1
Enterobacter phage 01_vB_Eclo_IJM,Africa,2019.0,1
Enterobacter phage 02_vB_Eclo_IJM,Africa,2019.0,1
Enterobacter phage 03_vB_Eclo_IJM,Africa,2019.0,1
Enterobacter phage 04_vB_Eclo_IJM,Africa,2019.0,1
Enterobacter phage Arya,North America,2014.0,2
Enterobacter phage E-4,Europa,2014.0,1
Enterobacter phage EC151,Europa,2015.0,1
Enterobacter phage ENC13,North America,2019.0,1
Enterobacter phage ENC14,North America,2019.0,1
Enterobacter phage ENC16,North America,2019.0,1
Enterobacter phage ENC18,North America,2019.0,1
Enterobacter phage ENC19,North America,2019.0,1
Enterobacter phage ENC2-2,North America,2019.0,1
Enterobacter phage ENC20,North America,2019.0,1
Enterobacter phage ENC22,North America,2019.0,1
Enterobacter phage ENC25,North America,2019.0,1
Enterobacter phage ENC31,North America,2019.0,1
Enterobacter phage ENC7,North America,2019.0,1
Enterobacter phage ENC9,North America,2019.0,1
Enterobacter phage Entb_43,Europa,2021.0,1
Enterobacter phage Entb_45,Europa,2021.0,1
Enterobacter phage EspM4VN,Asia,2014.0,2
Enterobacter phage KKP_3262,Europa,2020.0,1
Enterobacter phage KKP_3263,Europa,2020.0,1
Enterobacter phage LAU1,Asia,2018.0,1
Enterobacter phage PZJ0206,Asia,2016.0,1
Enterobacter phage Phc,Asia,2020.0,1
Enterobacter phage Tyrion,North America,2014.0,2
Enterobacter phage myPSH1140,Asia,2015.0,2
Enterobacter phage prasa_myo,Asia,2015.0,1
Enterobacter phage vB-EclM_KMB17,Europa,2017.0,1
Enterobacter phage vB-EclM_KMB19,Europa,2017.0,1
Enterobacter phage vB-EclM_KMB20,Europa,2017.0,1
Enterobacter phage vB_EcRAM-01,North America,2018.0,1
Enterobacter phage vB_EclM_Q7622,Asia,2021.0,1
Enterobacter phage vB_EkoM5VN,Asia,2018.0,1
Enterobacter phage vB_ExiM_F1M1E,North America,2019.0,1
Enterobacter phage vB_ExiM_F2M1E,North America,2019.0,1
Enterobacter phage vB_ExiM_F4M1E,North America,2019.0,1
Enterobacter phage vB_ExiM_F5M1E,North America,2019.0,1
Enterobacter virus E2,Europa,2014.0,2
Enterobacter virus E3,Europa,2014.0,2
Enterobacter virus EcL1,Asia,2017.0,2
Enterobacter virus EcpYZU01,Asia,2018.0,2
Enterobacter virus F20,Asia,2008.0,2
Enterobacteria phage ATK47,North America,2014.0,2
Enterobacteria phage ATK48,North America,2014.0,1
Enterobacteria phage BR2,Europa,2008.0,1
Enterobacteria phage Brandy,Europa,2021.0,1
Enterobacteria phage Cognac,Europa,2021.0,1
Enterobacteria phage GV2412,Europa,2008.0,1
Enterobacteria phage GV8,Europa,2008.0,1
Enterobacteria phage HK225,Asia,1980.0,2
Enterobacteria phage IME10,Asia,2011.0,3
Enterobacteria phage KhF1,North America,2014.0,1
Enterobacteria phage KhF2,North America,2014.0,1
Enterobacteria phage KhF3,North America,2014.0,1
Enterobacteria phage L34,Europa,2008.0,1
Enterobacteria phage PR02,Africa,2018.0,1
Enterobacteria phage Phi75,Europa,2008.0,1
Enterobacteria phage T2,Asia,2017.0,1
Enterobacteria phage UAB_Phi20,Europa,2007.0,2
Enterobacteria phage Whisky,Europa,2021.0,1
Enterobacteria phage XTG1,North America,2014.0,1
Enterobacteria phage mEp237,North America,1999.0,2
Enterobacteria phage mEp460,North America,1999.0,2
Enterobacteria phage phi92,Oceans and Seas,2016.0,1
Enterobacteria phage phiC600P9,Asia,2018.0,1
Enterobacteria virus 2851,Europa,1993.0,2
Enterobacteria virus Aplg8,North America,2014.0,2
Enterobacteria virus GiZh,North America,2014.0,2
Enterobacteria virus HK140,Asia,1980.0,2
Enterobacteria virus Kha5h,North America,2014.0,2
Enterobacteria virus T6,Asia,2017.0,2
Enterobacteria virus mEp043,North America,1999.0,2
Enterobacteria virus mEp213,North America,1999.0,2
Enterobacteria virus mEp235,North America,1999.0,2
Enterobacterial phage mEp390,North America,1999.0,2
Enterococcus phage 9181,North America,2018.0,1
Enterococcus phage 9183,North America,2018.0,2
Enterococcus phage 9184,North America,2018.0,1
Enterococcus phage BE2/ARG/2005,South America,2005.0,1
Enterococcus phage DPAraya-2022a,North America,2015.0,1
Enterococcus phage EF-P10,Asia,2015.0,1
Enterococcus phage EF-P29,Asia,2015.0,1
Enterococcus phage EFC1,Asia,2020.0,1
Enterococcus phage EFKL,Asia,2021.0,1
Enterococcus phage EfsWh_1,Asia,2016.0,1
Enterococcus phage Entfac.YE1,Asia,2019.0,88
Enterococcus phage GVEsP-1,Asia,2021.0,1
Enterococcus phage IME-EFm1,Asia,2013.0,2
Enterococcus phage IME-EFm5,Asia,2014.0,2
Enterococcus phage MDA1,North America,2019.0,1
Enterococcus phage MDA2,North America,2019.0,1
Enterococcus phage MMS05,Africa,2022.0,1
Enterococcus phage PEf771,Asia,2016.0,1
Enterococcus phage SEsuP-1,Europa,2018.0,1
Enterococcus phage Sigurd,North America,2019.0,1
Enterococcus phage VEsP-2,Asia,2021.0,1
Enterococcus phage heks,Europa,2017.0,1
Enterococcus phage iF6,Europa,2019.0,1
Enterococcus phage nattely,Europa,2017.0,2
Enterococcus phage phi EF14H1,Asia,2017.0,1
Enterococcus phage phi EF19G,Asia,2017.0,1
Enterococcus phage phi EF7H,Asia,2017.0,1
Enterococcus phage phiEF17H,Asia,2004.0,1
Enterococcus phage phiM1EF2,Asia,2017.0,1
Enterococcus phage phiM1EF22,Asia,2015.0,1
Enterococcus phage vB_EFaS_TV217,Europa,2016.0,1
Enterococcus phage vB_EFaS_TV51,Europa,2017.0,1
Enterococcus phage vB_EFaS_TV54,Europa,2017.0,1
Enterococcus phage vB_EfaH_EF1TV,Europa,2017.0,1
Enterococcus phage vB_EfaM_Ef2.1,North America,2018.0,1
Enterococcus phage vB_EfaM_Ef2.3,North America,2018.0,1
Enterococcus phage vB_EfaM_LG1,Asia,2020.0,1
Enterococcus phage vB_EfaP_Efmus2,North America,2017.0,1
Enterococcus phage vB_EfaS_785CC,Asia,2019.0,1
Enterococcus phage vB_EfaS_785CS,Asia,2019.0,1
Enterococcus phage vB_EfaS_Ef2.2,North America,2018.0,1
Enterococcus phage vB_EfaS_Ef5.1,North America,2017.0,1
Enterococcus phage vB_EfaS_Ef5.2,North America,2017.0,1
Enterococcus phage vB_EfaS_Ef5.3,North America,2017.0,1
Enterococcus phage vB_EfaS_Ef5.4,North America,2017.0,1
Enterococcus phage vB_EfaS_Ef6.1,Asia,2021.0,1
Enterococcus phage vB_EfaS_Ef6.1,North America,2018.0,1
Enterococcus phage vB_EfaS_Ef6.4,North America,2018.0,1
Enterococcus phage vB_EfaS_Ef7.1,North America,2018.0,1
Enterococcus phage vB_EfaS_LM99,Europa,2017.0,1
Enterococcus phage vB_EfaS_TV16,Europa,2016.0,1
Enterococcus phage vB_OCPT_Ben,North America,2018.0,1
Enterococcus phage vB_OCPT_Bill,North America,2017.0,1
Enterococcus phage vB_OCPT_Bob,North America,2018.0,1
Enterococcus phage vB_OCPT_Bop,North America,2018.0,1
Enterococcus phage vB_OCPT_CCS1,North America,2018.0,1
Enterococcus phage vB_OCPT_CCS2,North America,2018.0,1
Enterococcus phage vB_OCPT_CCS3,North America,2018.0,1
Enterococcus phage vB_OCPT_CCS4,North America,2018.0,1
Enterococcus phage vB_OCPT_Car,North America,2018.0,1
Enterococcus phage vB_OCPT_PG11,North America,2018.0,1
Enterococcus phage vB_OCPT_PG13,North America,2018.0,1
Enterococcus phage vB_OCPT_PG2,North America,2018.0,1
Enterococcus phage vB_OCPT_PG9,North America,2018.0,1
Enterococcus phage vB_OCPT_SDS1,North America,2018.0,1
Enterococcus phage vB_OCPT_SDS2,North America,2018.0,1
Enterococcus phage vB_OCPT_Toy,North America,2018.0,1
Enterococcus phage vB_OCPT_Ump,North America,2018.0,1
Enterococcus phage vb_GEC_Ef_S_9,Asia,2019.0,1
Enterococcus virus ECP3,Asia,2011.0,2
Enterococcus virus EF3,Asia,2013.0,2
Enterococcus virus EF4,Asia,2013.0,2
Enterococcus virus EFDG1,Asia,2014.0,2
Enterococcus virus EFLK1,Asia,2014.0,2
Enterococcus virus EFP01,Asia,2014.0,2
Enterococcus virus EcZZ2,Asia,2013.0,2
Enterococcus virus Ef62,North America,2018.0,2
Enterococcus virus Ef63,North America,2018.0,2
Enterococcus virus Ef72,North America,2018.0,2
Enterococcus virus Ef73,North America,2018.0,2
Enterococcus virus Ef74,North America,2018.0,2
Enterococcus virus EfV12,North America,1975.0,2
Enterococcus virus Efmus1,North America,2017.0,2
Enterococcus virus Efmus3,North America,2017.0,2
Enterococcus virus Efmus4,North America,2016.0,2
Enterococcus virus IMEEF1,Asia,2012.0,2
Enterococcus virus PMBT2,Europa,2015.0,2
Enterococus phage vipetofem,Europa,2017.0,2
Enterovirus 122,Africa,2008.0,6
Enterovirus 123,Africa,2008.0,7
Enterovirus 14,Asia,1993.0,3
Enterovirus 14,Asia,1997.0,2
Enterovirus 14,Asia,1998.0,1
Enterovirus 14,Asia,1999.0,1
Enterovirus 14,Asia,2000.0,1
Enterovirus 14,Asia,2001.0,2
Enterovirus 14,Asia,2002.0,2
Enterovirus 14,Asia,2003.0,5
Enterovirus 14,Asia,2004.0,9
Enterovirus 14,Asia,2005.0,4
Enterovirus 14,Asia,2006.0,4
Enterovirus 14,Asia,2007.0,2
Enterovirus 14,Asia,2008.0,5
Enterovirus 14,Asia,2009.0,2
Enterovirus 14,Asia,2010.0,7
Enterovirus 14,Asia,2011.0,4
Enterovirus 14,Asia,2012.0,7
Enterovirus 14,Asia,2013.0,3
Enterovirus A,Africa,1999.0,20
Enterovirus A,Africa,2003.0,7
Enterovirus A,Africa,2004.0,3
Enterovirus A,Africa,2006.0,16
Enterovirus A,Africa,2007.0,5
Enterovirus A,Africa,2008.0,22
Enterovirus A,Africa,2009.0,21
Enterovirus A,Africa,2010.0,19
Enterovirus A,Africa,2011.0,54
Enterovirus A,Africa,2012.0,4
Enterovirus A,Africa,2013.0,16
Enterovirus A,Africa,2014.0,17
Enterovirus A,Africa,2015.0,43
Enterovirus A,Africa,2016.0,27
Enterovirus A,Africa,2017.0,14
Enterovirus A,Africa,2018.0,3
Enterovirus A,Asia,1905.0,1
Enterovirus A,Asia,1986.0,12
Enterovirus A,Asia,1987.0,1
Enterovirus A,Asia,1990.0,5
Enterovirus A,Asia,1991.0,2
Enterovirus A,Asia,1992.0,9
Enterovirus A,Asia,1993.0,2
Enterovirus A,Asia,1995.0,17
Enterovirus A,Asia,1996.0,3
Enterovirus A,Asia,1997.0,47
